reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
e3b7b86f-196c-43fe-b849-353a18934ccf,Agus Jingga,https://play-lh.googleusercontent.com/a-/ALV-UjWKqhviOCutUAs1YA8f5-ZNUaFfSVxQ1IlD6hZPCl0wSGm8HcJZ,cakep banget,5,0,3.32.1,2025-04-26 13:24:35,,,3.32.1
21540a1f-7e8a-4612-b066-77043df90463,Citto Erlangga Tarraka,https://play-lh.googleusercontent.com/a-/ALV-UjXyTBvhKXgHgbU5W0bw3lchw_tKOl_pPUmjpJwvqV35C3mgCUVe,Tolong adain cek in harian buat dapetin poin dan bisa di tukar dengan voucher deposito buat dapat bunga deposito harian. 100 % Bagus,5,0,,2025-04-26 13:04:40,,,
421a4733-c3ad-4b40-8ddf-a4fb1a3fd1cb,hendrik santoso,https://play-lh.googleusercontent.com/a/ACg8ocLKnLnagItfC63vuSoHXkeBiqEyycdR0wiZmofazmzo048V_g=mo,lebih mudah mantap,5,0,3.32.1,2025-04-26 12:15:09,,,3.32.1
e2654bee-a3cd-46ef-ad3a-c48e05253527,Amelia Indriyanti,https://play-lh.googleusercontent.com/a/ACg8ocIZS_0mmtKUeRlVU0wHbP8UN1kJNg55ttusE-amixEko9nF6g=mo,"kenapa flip gabisa buat Transfer antar bank yah , sekali berhasil kedua gagal terus , payah tulisannya akun saya masuk di hape lain , solusinya apa , duit saya jutaan ketahan gabisa dipake",1,0,,2025-04-26 11:52:22,"Halo, Kak Amelia Indriyanti

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transfer gratis yang Kakak alami melalui chat bantuan di aplikasi Flip, dengan subjek: Keluhan Google Play Store {nama di Google Play Store} agar dapat segera kami cek ya.",2025-04-27 03:11:36,
3525397e-c2d8-4bcb-bd66-19276325ccac,Muhammad Hasbi Prayoga Lubis,https://play-lh.googleusercontent.com/a-/ALV-UjXKG4FS_hAyn6OXvvLUNfJnLsfIGTu4lwyhttnWewI6Oa11QBRI,saya sudah suka menggunakan flip. tapi kenapa akhir-akhir ini aplikasi flip sering gak connect saat dibuka ya? tolong perbaiki dong.,3,5,3.32.1,2025-04-26 11:37:34,"Halo, Kak Muhammad Hasbi Prayoga Lubis

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transfer gratis yang Kakak alami melalui chat bantuan di aplikasi Flip, dengan subjek: Keluhan Google Play Store {nama di Google Play Store} agar dapat segera kami cek ya.",2025-04-27 03:08:56,3.32.1
f074ec0e-cf33-47ae-87e7-2610d2071c25,ida nurlaily,https://play-lh.googleusercontent.com/a-/ALV-UjUeKHAAexzuPjEWjixDe1P7_JNzYsjRC1Igp30wvRNWtV459-Io,"lancar, relatif cepat, mudah. terimakasih",5,0,3.32.1,2025-04-26 11:34:32,,,3.32.1
7dc499de-94ca-4bf4-8ec1-4ec83eeff1d8,Queenza Nitiara,https://play-lh.googleusercontent.com/a/ACg8ocLpePNHtoXmIWbpvI71enC9sbRS2TgWiH7y0IZBj6seipISbg=mo,"parah,,,d tawarin Flexicicil tp bikin kapok,,make tgl 19 April,tp tgl 21 udh d ingetin terus jatuh tempo dan gilanya LG jatuh temponya yg kata sebulan malah jatuh pada tanggal 27april...mana d teror terus2an,,gila",1,0,3.31.0,2025-04-26 10:13:59,"Halo, Kak Queenza Nitiara

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala transfer gratis yang Kakak alami melalui chat bantuan di aplikasi Flip, dengan subjek: Keluhan Google Play Store {nama di Google Play Store} agar dapat segera kami cek ya.",2025-04-27 03:15:47,3.31.0
3b694e06-d114-4125-99af-7ebe6b0e735a,Abdul Jabar,https://play-lh.googleusercontent.com/a-/ALV-UjUgUu6WJJydJHeRkfuY0_TlA7OzgEijtqzE065s5UeDxMiIs4w,"Top up bisa buat transaksi gk bisa,di arahin update super aladin tp gk nampilin pin verifikasi padahal jaringan lancar. pengaduan lewat sosmed gk ada yg respon,email pun sama aja. balikin duit gw woy",1,1,3.32.1,2025-04-26 10:11:27,"Halo, Kak Abdul Jabar

Mohon maaf atas ketidaknyamanannya. Mohon dapat menginformasikan kendala aplikasi yang Kakak alami melalui email hello@flip.id, dengan subjek: Keluhan Google Play Store {nama di Google Play Store} agar dapat segera kami cek ya.",2024-09-25 19:26:34,3.32.1
63f162ad-27f5-4b61-9c59-731a75c691d7,wahyu arif R,https://play-lh.googleusercontent.com/a-/ALV-UjVXaQSgjI_UjF-sCktb3OaYA5z4WNAuISPvYjQoG6QBpAZLoEw,"mudah, murah, admin cepat",5,0,3.31.0,2025-04-26 10:02:02,,,3.31.0
42ddc8c0-2b86-4730-830c-911bfc6ea5b3,Pat Riyot,https://play-lh.googleusercontent.com/a/ACg8ocKXQEeAzKwWsg7ifyA3zWo5RDZb7z6CT-ouVmgKLaTKgjMjFQ=mo,aplikasi penghemat uang👍,5,0,3.32.1,2025-04-26 09:24:27,,,3.32.1
