reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
eaa18cb1-e168-481b-bf27-d3a027f3c953,Wafa Amrullah,https://play-lh.googleusercontent.com/a/ACg8ocKbOQlKY-XiA6shuuxj0XX-FWr_4Lg7ZxAp7sWgVEhTQJ71jw=mo,semenjak sm keranjang kuning jadi jarang diskon ga kaya duluu,4,0,3.300.0,2025-04-27 08:29:14,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-27 09:07:02,3.300.0
884b3074-14fb-408c-810f-4bab3af276b8,Kaswi,https://play-lh.googleusercontent.com/a/ACg8ocI3F_hFzxMZavx7i36aTTgJHRq3Ki8tCCUm0hJoKr-xEwYxRg=mo,"Selamat Sore,,, Dan Terimakasih,,, Yang Terbaik Dan Bagus Lanyanannya,,, Tokopedia,,,",5,0,,2025-04-27 08:23:07,"Hi Toppers, terima kasih untuk rating dan ulasan baiknya, ya! Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi terbaik bagi semua pengguna. Yuk tingkatkan terus transaksi kamu!",2025-04-27 08:47:02,
7f13e63f-d38e-417a-936b-81fce3bdb67e,riawan denta,https://play-lh.googleusercontent.com/a-/ALV-UjW1bq180LZtgKfnexR0dNShc4iJS-YomYwyBjemBxQDCVWicuhf,"kalau bisa update nanti tambahkan fitur hapus daftar transaksi yang sudah selesai, sehingga daftar transaksi yang selesai tidak menumpuk dengan daftar transaksi yang baru, untuk aplikasi udah bagus banget.",4,0,3.285.0,2025-04-27 07:52:39,"Terima kasih sudah mempercayakan Tokopedia sebagai tempat bertransaksi online pilihan Toppers. Jika ada kritik/saran, atau kendala pada aplikasi Tokopedia, silakan hubungi Tokopedia Care melalui http://tokopedia.com/help ya. Yuk transaksi lagi karena semua Ada dan Bisa di Tokopedia!",2025-04-27 08:27:03,3.285.0
dfc9f049-73ce-44ef-bcef-d9a21c6dfa64,Orvin Juliand,https://play-lh.googleusercontent.com/a/ACg8ocKSpjdZM5Diejiah_f0y1SFfHFW1YMYG597IDSlX4Yt-LQebQ=mo,"Pihak tokopedia tidak bertanggung jawab, fitur-fiturnya terkadang bermasalah membuat uang mubazir",1,0,3.309.0,2025-04-27 07:41:25,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2025-04-27 08:07:01,3.309.0
c27a1dfa-4972-4cf2-880c-953bf09731e1,Sales Jakarta,https://play-lh.googleusercontent.com/a-/ALV-UjXZxNhJxdGoPkdNx2ghTWf2a7d-1QDaN0DQd3aRSfRilIRmSi0o,"Kenapa Playlater kami tdk bisa dipakai pembayaran selalau tepat waktu, sebelum tgl jatuh tempo sudah dibayar, pas mau dipakai tdk bisa. Kalau seperti lebih baik saya tutup dan pindah ke kompetitor lain aja.",1,1,3.309.0,2025-04-27 07:40:53,"Hi Toppers, silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps agar bisa kami bantu cek lebih lanjut. Kami akan terus berupaya untuk meningkatkan pengalaman Toppers dalam bertransaksi di Tokopedia.",2025-04-27 08:07:02,3.309.0
fa7373d8-135c-44f2-bec8-1f6086f15df1,M Abdul Azis,https://play-lh.googleusercontent.com/a/ACg8ocIyCnzpHdUejuwXhuLtju1kMGu0o4KgrFGtgKBdpiA_xC5Xtw=mo,terbaik,5,0,3.309.0,2025-04-27 07:24:27,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-27 07:47:02,3.309.0
d395d9db-4f46-4808-be09-53473f58d56f,Nenny Sulistyowati,https://play-lh.googleusercontent.com/a/ACg8ocK19ZiG5lOXsRsT-qHA_pTWvYEdFa9Y98U0OOaQcpUMOuNM7q0=mo,lebih nyaman,5,0,3.309.0,2025-04-27 07:13:33,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-27 07:47:03,3.309.0
8aba0f92-6694-43b1-b2cd-cc88c4e707ba,Firman Hadi,https://play-lh.googleusercontent.com/a-/ALV-UjV9f4ufWv0t0IqETUC-lerB5hKUqjnqZZw_DVzVwC0apbUh7OFf,"SANGAT TIDAK PUAS KECEWA, SEKARANG CS TOKOPEDIA PELAYANAN SANGAT BURUK. KEBANYAKAN BOT. CS GAK GUNA. MAU VERIFIKASI KYC AJA DI PERSULIT GIMANA INI. SETELAH JADI BAWAHAN TIKTOK, TOKOPEDIA PELAYANAN NYA BURUK BINTANG 1 KECEWA BERAT. CS GAK KREDIBEL KEBANYAKAN BOT GAK GUNA. MENDING BELANJA DI SHOPEE KLO GINI CARANYA ***PENGUNAAN BARU MENDING JANGAN BELANJA DI TOKOPEDIA DARI PADA UANG KALIAN HILANG, CS LAMBAT GAK AKTIF KOMPLAIN TIDAK DI RESPON. MENDING BELANJA DI SHOPE",1,3,3.309.0,2025-04-27 07:12:13,"Toppers, mohon maaf atas kendala yang kamu alami. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care di tkp.me/supportMainapps untuk dicek lebih lanjut. Kami akan terus meningkatkan performa aplikasi, fitur serta layanan agar bisa memberikan pengalaman bertransaksi yang lebih baik lagi untuk semua pengguna.",2025-04-27 07:20:07,3.309.0
a796004d-5b88-40fc-a4e6-8c56aa1d45ca,Muhammad Daniel Robbani,https://play-lh.googleusercontent.com/a/ACg8ocJlgXukDRDVIyE2u4kq6LK00UOKwknCQiY5--wjGJyGFPl1dg=mo,aplikasi ga bisa direturn,1,0,3.309.0,2025-04-27 07:11:46,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi.Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2025-04-27 07:20:11,3.309.0
74b0cda6-b15a-4d40-a9a4-960e0b0c230a,au rukmana,https://play-lh.googleusercontent.com/a-/ALV-UjUsGKC1bXiIdiKmjGn9rJ22-UZKqgkLUwosufrkz2kLyAgzFrWx,tokopedia memang bagus tokonya akurat. barang2nya asli,5,0,3.306.0,2025-04-27 07:05:23,"Terima kasih sudah mempercayakan Tokopedia sebagai tempat bertransaksi online pilihan Toppers. Jika ada kritik/saran, atau kendala pada aplikasi Tokopedia, silakan hubungi Tokopedia Care melalui http://tokopedia.com/help ya. Yuk transaksi lagi karena semua Ada dan Bisa di Tokopedia!",2025-04-27 07:27:01,3.306.0
3addfc22-5e7e-4100-b59a-76337d42c640,Sutedi Nata Lukmana,https://play-lh.googleusercontent.com/a-/ALV-UjVpqvHFkqhz9HUW-TUhtJfdb2fUDZqmxrnRWc2VTR58HlOnszU,"parah barang return di bikin ribet, banyak toko penipuan",1,1,3.303.0,2025-04-27 06:48:50,"Halo Toppers, terima kasih atas rating yang kamu berikan. Kami akan terus melakukan perkembangan pada aplikasi Tokopedia untuk terus memberikan keamanan dan kenyamanan Toppers dalam bertransaksi. Silakan sampaikan kritik/saran atau kendala transaksi kamu dengan menghubungi Tokopedia Care melalui tkp.me/supportMainapps.",2025-04-27 07:07:01,3.303.0
4bf0dff2-664b-49fe-9cfd-db876ac19665,tulus jasmen,https://play-lh.googleusercontent.com/a-/ALV-UjUmp-ZaS3zyPr-glWD1vAQ99xpZN2JkezDIlHtVQCHXS1P-fF0,"Keren aplikasinya. Belanja lancar dengan sistem pembayaran yang menyesuaikan dengan kebutuhan konsumen, memuaskan! Tokopedia..... Jaya...Jaya...Jaya.....",5,0,3.309.0,2025-04-27 06:43:39,"Toppers, terima kasih atas rating yang kamu berikan serta kepercayaan kamu dalam memilih Tokopedia sebagai tempat berbelanja online. Jika kamu punya kritik/saran, atau ada kendala pada aplikasi Tokopedia, silakan info melalui http://tokopedia.com/help",2025-04-27 07:07:02,3.309.0
